index,true_category,tfidf_pred,linguistic_pred,bert_pred,tfidf_correct,linguistic_correct,bert_correct,all_three_agree,all_correct,all_wrong,text_length,text_preview,hybrid_type
2024,Feature,Analytical,Feature,Analytical,False,True,False,False,False,False,6758,australia is known for its duopolies coles and woolworths qantas and virgin labor and the coalition however at least one of these may be coming to an end related who should i vote for what are the key...,disagree_mixed
2025,Feature,News,News,Feature,False,False,True,False,False,False,16069,donald trump retook the white house vowing to stage the largest deportation operation in american history as previewed the administration set about further militarizing the usmexico border and targeti...,disagree_mixed
2026,Feature,Feature,Review,Feature,True,False,True,False,False,False,6830,this article contains spoilers for the the last of us season two please do not read unless you have seen episodes one to three despite growing up amid a fungal apocalypse that she alone may have the a...,disagree_mixed
2027,Feature,News,News,News,False,False,False,True,False,True,2987,in what was once a redlight district between a furniture shop and a recruitment agency jeff goldblum is selling tshirts and not only tshirts the hollywood alister is also selling his own jazz albums w...,all_wrong
2028,Feature,Feature,News,Feature,True,False,True,False,False,False,3429,four long hours after the power went out across spain bringing trains to a halt in madrids metro stations and sending people scurrying for light and taxis the denizens of the spanish capital were swin...,disagree_mixed
2029,Feature,Feature,News,Feature,True,False,True,False,False,False,5100,it was the moment the lights went out in a postmatch interview after her straight sets win to reach the last eight of the madrid open american tennis star coco gauff was joking about her avocado toast...,disagree_mixed
2030,Feature,Analytical,Feature,Feature,False,True,True,False,False,False,7905,as nasser alkhelaifi watches from the emirates stadium directors box on tuesday night he can reflect that paris saintgermain may be a month from the latest monumental victory of his career champions l...,disagree_mixed
2031,Feature,Analytical,News,Feature,False,False,True,False,False,False,7402,for sunil singh there is only one way for india to respond to last weeks attack by militants in kashmir those terrorists and their supporters should be shot dead and their houses should be blown up th...,disagree_mixed
2034,Feature,Feature,Feature,Analytical,True,True,False,False,False,False,5163,anfield of dreams rodri knacked his knee everyone else is rubbish arsenal are not a serious football club manchester united are hopeless chelsea are a shambolic mess lads its tottenham they got lucky ...,disagree_mixed
2038,Feature,Feature,News,Feature,True,False,True,False,False,False,7853,the trump administration s slashes to the department of health and human services is threatening meals on wheels the popular program dedicated to combatting senior hunger and isolation despite decades...,disagree_mixed
2041,Feature,Feature,Analytical,Feature,True,False,True,False,False,False,6812,margot robbie and sydney sweeney are two of the most indemand actors in hollywood as such theyve both logged their time in superhero movies of recent vintage though robbies turn as harley quinn is pro...,disagree_mixed
2044,Feature,News,Feature,Feature,False,True,True,False,False,False,10047,on a sunny day in february three workers swept up the piles of ash left behind on an altadena driveway from when the eaton fire raged through the los angeles neighborhood the month before the flames o...,disagree_mixed
2045,Feature,News,News,Feature,False,False,True,False,False,False,7856,from a line of trees the ukrainian gun team prepared to fire an artilleryman yurii loaded a 152mm shell into an old sovietmade howitzer we are ready yurii said he moved away from the barrel fire the u...,disagree_mixed
2056,Feature,News,News,Feature,False,False,True,False,False,False,7018,when asked about donald trump s easter morning post wishing a happy holiday to the radical left lunatics fighting and scheming so hard to bring murderers drug lords dangerous prisoners to the united s...,disagree_mixed
2057,Feature,Feature,Analytical,Feature,True,False,True,False,False,False,6547,the lynxes of the biaowiea forest once freely prowled through 1420 sq km 548 sq miles of ancient woodland then in 2022 the habitat was abruptly sliced in two poland built a 115mile 186km wall across i...,disagree_mixed
2061,Feature,Feature,News,News,True,False,False,False,False,False,4653,it materialised just before christmas seven years ago turning the industrial town of port talbot into a destination for culture lovers but after much wrangling and soulsearching was whisked away on th...,disagree_mixed
2063,Feature,Feature,Analytical,Feature,True,False,True,False,False,False,7784,1 slot makes a statement start a trip to ipswich was a less than ideal way for arne slot to get his liverpool reign off and running the sun was out and portman road was crackling with anticipation as ...,disagree_mixed
2065,Feature,News,News,Feature,False,False,True,False,False,False,5083,on the road running from maiduguris airport to the city the freshly repainted walls of a girls college stood in defiant opposition to a yearslong campaign by the jihadists of boko haram to make good o...,disagree_mixed
2066,Feature,News,Feature,News,False,True,False,False,False,False,4033,new zealand have more pressure on them to win the upcoming rugby world cup than us because they are on for the threepeat the england head coach john mitchell said as his focus turns from celebrating s...,disagree_mixed
2068,Feature,Feature,News,Analytical,True,False,False,False,False,False,4519,oliver glasner is not the kind of manager who makes bold predictions although it seems to be a different story behind the scenes a few hours after crystal palaces epic 30 victory over aston villa in t...,disagree_mixed
2071,Feature,Feature,Analytical,Feature,True,False,True,False,False,False,9914,spurs roll out red carpet at anfield in april 1964 a side from north london came to anfield with liverpool one good result from winning the league and conceded five arsenal did little to allay the gen...,disagree_mixed
2072,Feature,Feature,News,Feature,True,False,True,False,False,False,4804,former law student samuel 19 fled his home town of geneina shortly after it was ransacked during one of the worst massacres of sudans brutal civil war which has killed tens of thousands and displaced ...,disagree_mixed
2073,Feature,Analytical,Feature,Feature,False,True,True,False,False,False,2919,i have received a text message from ee stating that it is shaking up its roaming products with a link to a page announcing that roaming is getting better with ee the better offer appears to be a daily...,disagree_mixed
2075,Feature,Feature,Review,Feature,True,False,True,False,False,False,2075,pick of the week in it together the joint enterprise podcast despite the title maxine peakes new podcast is not about political solidarity or social unity instead it focuses on one of the uks most baf...,disagree_mixed
2079,Feature,Feature,Review,Feature,True,False,True,False,False,False,2315,the essex millionaire murders 9pm itv1 this twopart documentary opens with a petrified 999 call from ellena baxter who was accused of murdering her parents carol and stephen in 2023 but what starts as...,disagree_mixed
2080,Feature,Feature,Review,Feature,True,False,True,False,False,False,1174,many starwatchers are familiar with the socalled summer triangle of vega altair and deneb but there is also a spring triangle to keep a watch for the asterism joins three bright spring stars from thre...,disagree_mixed
2082,Feature,News,Analytical,Feature,False,False,True,False,False,False,6665,donald trumps return to the white house has prompted a shift away from ties with america by european political leaders and a rapid increase in defence spending as the continents security reaches a tur...,disagree_mixed
2084,Feature,News,News,Feature,False,False,True,False,False,False,2872,every time i was looking for a test day it just kept kicking me off the site said menelik calvin 22 detailing the difficulties he experienced when trying to secure a driving test in wolverhampton its ...,disagree_mixed
2085,Feature,News,News,Feature,False,False,True,False,False,False,13811,one morning last august a troubling message appeared in a social media group for hongkongers in the uk it was already a tense time to be an immigrant rioters propelled by false claims online that the ...,disagree_mixed
2094,Feature,Analytical,Feature,Feature,False,True,True,False,False,False,9154,when a train on hong kongs metro is speeding along its route slightly bumpier than usual ravi ravitharans phone buzzes in melbourne at all hours of the day my phone is next to my bed when i sleep beca...,disagree_mixed
2100,Feature,Analytical,Feature,Feature,False,True,True,False,False,False,4882,days before the local elections with kemi badenoch demanding apologies over gender identity and nigel farage complaining about mental illness diagnoses ed davey was quietly getting on with what he per...,disagree_mixed
2101,Feature,Feature,Editorial,Feature,True,False,True,False,False,False,179,will humans ever outgrow the nation state pat spring harrogate post your answers and new questions below or send them to nqtheguardiancom a selection will be published next sunday...,disagree_mixed
2107,Feature,News,News,News,False,False,False,True,False,True,8339,americans anxious about their countrys slide into authoritarianism found some solace in the past week over what appears to be growing pushback by american universities against donald trump s assault o...,all_wrong
2111,Feature,Feature,News,Feature,True,False,True,False,False,False,5577,default om om om sita coltrane always opens with three om s its a practice she inherited from her mother alice coltrane also known as swamini turiyasangitananda or turiya who used the mantra as part o...,disagree_mixed
2116,Feature,Review,Feature,Feature,False,True,True,False,False,False,10971,leni riefenstahl had several successes at the venice film festival in 1932 the festivals inaugural year the german filmmakers mystical mountain drama the blue light made the official selection in 1934...,disagree_mixed
2117,Feature,Analytical,Analytical,Feature,False,False,True,False,False,False,6832,with the 144th overall pick in the fifth round of the 2025 draft the cleveland browns ended shedeur sanders precipitous slide down the board and gave him an nfl home this was not at all what anybody o...,disagree_mixed
2119,Feature,Review,Review,Review,False,False,False,True,False,True,2594,quiet part loud headphones are essential for this atmospheric audio drama from jordan peeles monkeypaw productions released in 2022 and told over 12 parts tracy letts plays radio shock jock rick egan ...,all_wrong
2122,Feature,Review,Feature,Feature,False,True,True,False,False,False,5682,i doubt many people are mourning the demise of skype the skyblue platform that revolutionized the video call the medium for longdistance relationships in the early 2010s had not been relevant for almo...,disagree_mixed
2123,Feature,News,Feature,Feature,False,True,True,False,False,False,3869,at first glance the outlook does not look too promising for arsenal trailing 21 against lyon from the first leg of their womens champions league semifinal and needing to win at a club who have reached...,disagree_mixed
2127,Feature,Editorial,Feature,Feature,False,True,True,False,False,False,2176,bogus websites are promising compensation payouts worth thousands of pounds to women who had their state pension age delayed by the government campaigners from the group women against state pension in...,disagree_mixed
2131,Feature,Review,Review,Review,False,False,False,True,False,True,4698,one of the main challenges of writing a weekly restaurant column is finding new ways and at least 11 times a year to describe the experience of eating mediterranean small plates in a room painted in l...,all_wrong
2135,Feature,Feature,News,Feature,True,False,True,False,False,False,5003,as melburnians are rousing from sleep shane priest is nearing the end of his morning at the citys major wholesale market while the sprawling melbourne market in the citys north is closed to the public...,disagree_mixed
2141,Feature,Analytical,Feature,Feature,False,True,True,False,False,False,8066,for all the gen z slang that has been thrown around by politicians in recent months one term has been largely absent from the election campaign rizz oxford university presss 2023 word of the year is d...,disagree_mixed
2143,Feature,Analytical,Feature,Feature,False,True,True,False,False,False,6663,the only regular meeting of australias saltbush club takes place most thursday evenings at a golf club in five dock in sydneys inner west the groups founding members a collection of the countrys most ...,disagree_mixed
2145,Feature,Feature,Analytical,Feature,True,False,True,False,False,False,7294,the toads eyes seemed to glow red its warty and poisonsoaked skin normally splodged in browns instead a porridge of creamy whites this albino toad was produced by a team of scientists with one foot in...,disagree_mixed
2146,Feature,News,Editorial,Feature,False,False,True,False,False,False,3887,it was a fitting moment for an epiphany if thats what this was donald trump sat in the morning light in st peters basilica hunched over in conversation with volodymyr zelenskyy as the assembled royalt...,disagree_mixed
2149,Feature,News,News,Feature,False,False,True,False,False,False,4840,what could unite octogenarian cumbrian farmers diplomats from japan spain and australia and paddington bear the answer of course is marmalade or more specifically the world marmalade awards with a flo...,disagree_mixed
2154,Feature,Feature,Analytical,Feature,True,False,True,False,False,False,5490,a severe food allergy is among the few conditions that can propel a person from robust health to unconsciousness within minutes and the risk of accidental exposure often casts a shadow of anxiety over...,disagree_mixed
2156,Feature,Feature,Feature,News,True,True,False,False,False,False,8080,david a graham doesnt say he read project 2025 so you dont have to but it might be inferred the atlantic staff writers new book the project how project 2025 is reshaping america is a swift but thoroug...,disagree_mixed
2157,Feature,News,Analytical,Feature,False,False,True,False,False,False,4093,carbon offset funding received from developers should be spent mostly on energy efficiency renewable energy and district heating projects according to guidance from the mayor of london but some counci...,disagree_mixed
2158,Feature,Feature,Analytical,Feature,True,False,True,False,False,False,6928,this fall the british boarding school harrow will open its first offshoot in the us a lush 170acre waterfront campus in long island for 75000 a year parents can wave away their children to the prestig...,disagree_mixed
2159,Feature,Analytical,Feature,News,False,True,False,False,False,False,6743,donald trump has made a simple request of congress s republican leaders deliver one big beautiful bill that will turn his campaign promises into reality by all indications there will be little beautif...,disagree_mixed
2161,Feature,Analytical,News,Analytical,False,False,False,False,False,True,8342,the us health secretary robert f kennedy jr entered office with a pledge to tackle the uss chronic disease epidemic and give infectious disease a break in at least one of those goals kennedy has been ...,all_wrong
2165,Feature,News,Feature,Feature,False,True,True,False,False,False,13563,ek was completing a takehome exam on 6 march when the dean of student conduct at swarthmore college emailed her about an urgent zoom meeting on the video call she said the dean told her that she would...,disagree_mixed
2170,Feature,News,Feature,Feature,False,True,True,False,False,False,8199,default nigel farage grinned as he clutched an inflatable blue lilo at a seaside shop in ramsgate just hours after holding a press conference about immigration its reform colours thats what it is he j...,disagree_mixed
2175,Feature,Review,Review,Feature,False,False,True,False,False,False,3939,britain loves a good gameshow and if there werent enough on our screens already the quizmastersinchief itv recently announced that they would be bumping off the realityfocused itvbe in favour of a new...,disagree_mixed
2177,Feature,Feature,Review,Feature,True,False,True,False,False,False,2355,quinn 7 asks do unicorns exist yes they live in remote mountain regions and are just very good at hiding no theyre creatures of mythology theyre a species of horse that evolved to have a horn not any ...,disagree_mixed
2178,Feature,Review,Review,Feature,False,False,True,False,False,False,9382,going out cinema the friend out now starring naomi watts and bill murray this adaptation of the acclaimed novel sees a new yorkbased writer watts processing the suicide of a close friend who has beque...,disagree_mixed
2179,Feature,News,Feature,Feature,False,True,True,False,False,False,6266,about 1am on friday yuliia verbytska woke to the sound of an air raid siren she grabbed her teenage children dmitry 17 and olexiy 12 and sat in the corridor checking her phone in the sky above came an...,disagree_mixed
2180,Feature,Feature,Review,Feature,True,False,True,False,False,False,3357,the assembly 1005pm itv1 michael sheen proved the success of this simply genius concept last year a group of inquisitive interviewers who are autistic neurodivergent andor have a learning disability f...,disagree_mixed
2184,Feature,News,Feature,Analytical,False,True,False,False,False,False,6396,the plans hatched by swedens rightwing government with support of its farright backers made waves around the world politicians said they were working to strip citizenship from dual nationals who had b...,disagree_mixed
2191,Feature,Feature,Review,Feature,True,False,True,False,False,False,5290,unai emery keeps his aston villa players on their toes sometimes he tells his squad the lineup the day before a game on other occasions half an hour before they depart the team hotel for the stadium o...,disagree_mixed
2192,Feature,Analytical,Feature,Analytical,False,True,False,False,False,False,4412,the scale of chelseas task in their european semifinal second leg can be summed up in a few ominous statistics for starters their opponents barcelona have never lost a twoleg womens champions league t...,disagree_mixed
2195,Feature,Feature,Review,Feature,True,False,True,False,False,False,4599,in 2022 two wooden sculptures stood on the riverbanks of brooklyn configured as bodies with multiple heads the monumental works part of a larger group titled agali awamu which translates as togetherne...,disagree_mixed
2197,Feature,Feature,Analytical,Feature,True,False,True,False,False,False,6442,dan skelton has been an immovable object at the top of the national hunt trainers table since the opening day of the 202425 season on 4 may last year but when he comes up against the irresistible forc...,disagree_mixed
2207,Feature,Feature,News,Feature,True,False,True,False,False,False,5356,days after tin premiered in february lead actress anapela polataivaos 80yearold aunt stood up in church and implored her congregation to see the film she said im not here because shes my niece im here...,disagree_mixed
2209,Feature,Analytical,Feature,Feature,False,True,True,False,False,False,13449,paul mcdonough was released from custody and went straight home to beat his partner to death henry shepherdson killed his child after gaining access despite repeatedly breaching family violence orders...,disagree_mixed
2210,Feature,Feature,Analytical,Feature,True,False,True,False,False,False,5183,ange postecoglou looks a little frazzled these days but may find some comfort in watching one of his old clubs play on saturday evening sunday 530 aest and contemplating his japanese legacy yokohama f...,disagree_mixed
2212,Feature,Feature,News,Feature,True,False,True,False,False,False,3235,when the designer conner ives took his bow after his london fashion week show this february he wore a tshirt that proclaimed protect the dolls two months later the design and its message supporting tr...,disagree_mixed
2217,Feature,News,Feature,Feature,False,True,True,False,False,False,8254,few days speak so profoundly to the soul of israel than holocaust memorial day as the country sat in silence on thursday to remember 6 million jews exterminated by the nazis the same refrain was as al...,disagree_mixed
2220,Feature,Feature,News,Feature,True,False,True,False,False,False,5260,why cant the dirty plates go straight into the dishwasher whose turn is it to pick up the kids and why do you insist on doing that thing you do when you know how much it annoys me no honestly dont wor...,disagree_mixed
2223,Feature,Analytical,Feature,Feature,False,True,True,False,False,False,10206,donald trumps version of pax americana the idea that the us can through coercion impose order on the world is facing its moment of truth in ukraine gaza and iran in the words of the former cia directo...,disagree_mixed
2224,Feature,News,News,Feature,False,False,True,False,False,False,6640,in his three months locked up at stewart detention center in lumpkin georgia rodney taylor has missed meals and showers lived with increasing pain in his hips developed a swollen thumb on his right ha...,disagree_mixed
2225,Feature,Review,Feature,Feature,False,True,True,False,False,False,5024,with more than 75m copies of his books sold around the world terry pratchett is one of the most loved british writers best known for his comic fantasy novels set on a fictional planet discworld ten ye...,disagree_mixed
2226,Feature,News,Feature,Feature,False,True,True,False,False,False,5171,across the us many executives leading apparel and textiles businesses are scratching their heads tariffs of 145 on goods from china and tariffs of 10 on goods from much of the rest of the world have b...,disagree_mixed
2228,Feature,Review,Feature,Feature,False,True,True,False,False,False,3270,from alabama recommended if you like luke combs tony joe white charles bradley up next supporting leon bridges in the us kashus culpeppers story has something of the hollywood movie about it a former ...,disagree_mixed
2229,Feature,News,Feature,Feature,False,True,True,False,False,False,4776,as a priest and then cardinal jorge mario bergoglio would always call into santa maria maggiore saint mary major one of the four papal basilicas in rome during his regular visits to the italian capita...,disagree_mixed
2231,Feature,News,Feature,Feature,False,True,True,False,False,False,5439,promoters for saturdays mens and womens rugby doubleheader in los angeles are offering vip courtside seats hailed as a chance to feel the heartpounding action like never before with courtside seats th...,disagree_mixed
2233,Feature,News,Feature,Feature,False,True,True,False,False,False,4930,in the frenzy of a canadian general election campaign few things drain party activists more than the relentless travel as they crisscross the countrys vast geography to drum up support in farflung ele...,disagree_mixed
2234,Feature,Feature,Review,Feature,True,False,True,False,False,False,4733,its hard to know what was more impressive today at the mcg private hettie adams rendition of the new zealand national anthem or collingwoods big five pte adams is flown in every anzac day and she neve...,disagree_mixed
2237,Feature,Review,Review,Feature,False,False,True,False,False,False,4199,pick of the week a complete unknown james mangold directed the excellent johnny cash drama walk the line and his latest music biopic which tracks the groundbreaking early phase of bob dylans career ha...,disagree_mixed
2240,Feature,Review,Review,Feature,False,False,True,False,False,False,4348,pick of the week the four seasons three apparently stable couples all deep into middle age and preoccupied with statins and second homes go on an annual holiday together its expected to be a gentle af...,disagree_mixed
2241,Feature,Feature,Review,Feature,True,False,True,False,False,False,3392,black snow 9pm bbc two the queenslandset cold case drama continues zoe jacobs jana mckinnon vanished on her 21st birthday back in 2003 and we have come to know her hopes fears and love of ecstasy and ...,disagree_mixed
2242,Feature,Editorial,News,Analytical,False,False,False,False,False,True,1319,gathering dust somewhere in whitehall is the 1976 royal commissions sixth report on environmental pollution known afterwards as the flowers report after its chair sir brian flowers it dealt with the f...,all_wrong
2245,Feature,Feature,Review,Feature,True,False,True,False,False,False,2378,through a kissing gate into an old meadow of gently undulating humps and hollows like the long swell on a calm green ocean a hare startled by the clang of the gate lollops away into the hedge in the f...,disagree_mixed
2252,Feature,News,Feature,Feature,False,True,True,False,False,False,4369,the latest saga in the endless hyping of a bout that should not be happening unfolded in a pantomime atmosphere at the tottenham hotspur stadium on thursday evening when chris eubank jr and conor benn...,disagree_mixed
2253,Feature,News,Feature,Feature,False,True,True,False,False,False,6409,please welcome your players and masters champion rory mcilroy shortly before 8am on the 10th tee at tpc louisiana the gallery is less than 100 in number still there is extra pep in the starters voice ...,disagree_mixed
2254,Feature,News,Feature,Feature,False,True,True,False,False,False,4875,given that he was about to start playing the same piano piece 840 times billed at lasting for no less than 16 hours you could have forgiven igor levit for appearing panicked as he walked on stage at l...,disagree_mixed
2255,Feature,News,Feature,News,False,True,False,False,False,False,5528,hundreds of millions of federal grant dollars meant to prevent and respond to gun violence opioid addiction and support victims of violent crimes were cut this week by the trump administration the us ...,disagree_mixed
2259,Feature,Review,Review,Feature,False,False,True,False,False,False,7105,20 oceanic feeling 2021 if you wanted to take lordes third album solar power as a farewell to chasing mainstream stardom closer oceanic feeling was strong evidence her trademark cherry black lipstick ...,disagree_mixed
2262,Feature,Feature,Analytical,Feature,True,False,True,False,False,False,6248,nearly two centuries of new south wales prison history is at the heart of a tugofwar in the historic town of berrima from a small shop in the main street of berrima a local resident eric savage is try...,disagree_mixed
2265,Feature,News,Feature,Feature,False,True,True,False,False,False,12585,beyond bigticket winter festivals such as sydneys vivid hobarts dark mofo and melbournes rising theres a bounty of smaller events taking place across australia whether youre interested in food music f...,disagree_mixed
2266,Feature,Feature,Analytical,Feature,True,False,True,False,False,False,2597,with many latenight hosts still on holiday jimmy kimmel looks at donald trump s new white house flagpole obsession and elon musk s tesla woes jimmy kimmel wednesday marked 93 days of the new trump adm...,disagree_mixed
2272,Feature,Analytical,Feature,Feature,False,True,True,False,False,False,810,while streaming continues to dominate and likely will for some time a small cineaste uprising has been quietly rumbling away as boutique companies maintain a steady supply of bluray editions for colle...,disagree_mixed
2273,Feature,News,Feature,Feature,False,True,True,False,False,False,7960,us postal workers and many who depend on them may have sighed in relief when the trumpappointed postmaster general louis dejoy resigned last month now postal workers and others fear the worst is to co...,disagree_mixed
2275,Feature,Analytical,Feature,Feature,False,True,True,False,False,False,9949,every election the message from exasperated pundits and pedants is the same canadians dont actually vote directly for their prime minister but on a rural intersection south of ottawa residents could b...,disagree_mixed
2279,Feature,Feature,Review,Feature,True,False,True,False,False,False,5759,in 1975 when mao ishikawa was in her early 20s she took a job in a bar frequented by black american gis stationed at camp hansen in okinawa she had grown up hating the americans who controlled her hom...,disagree_mixed
2282,Feature,Feature,Review,Feature,True,False,True,False,False,False,2175,trump revolution 100 days that changed the world 9pm channel 4 turbulent tariffs forced migrations tech bro best friends accusations of gambling with world war three and every other spinechilling acti...,disagree_mixed
2283,Feature,News,Feature,Feature,False,True,True,False,False,False,1332,hurricanes lead to flooding and toppled trees on land but their impact on the oceans is less well understood the university of chicagos oceanic flux program ofp aims to fill the gaps the ofp is based ...,disagree_mixed
2286,Feature,Feature,Review,Feature,True,False,True,False,False,False,2411,an accidental touch of a branch brings a handful of little sticky dots looking at the branch the surprise is that all the lower ones are covered with a shifting pointillism of dots moving together und...,disagree_mixed
2287,Feature,Feature,News,Feature,True,False,True,False,False,False,5127,john was just days from turning 16 when he was allegedly recruited to work on a brazilian coffee farm that supplies the global coffeehouse chain starbucks soon after his birthday he embarked on a 16ho...,disagree_mixed
2292,Feature,Analytical,Feature,Feature,False,True,True,False,False,False,8243,default so far this year lawmakers in at least 12 states have introduced legislation that would treat fetuses as people and leave women who have abortions vulnerable to being charged with homicide a c...,disagree_mixed
2295,Feature,Editorial,Feature,Feature,False,True,True,False,False,False,6197,everything about the papacy is cinematic especially picking a new one as shown in the wildly popular movie conclave with ralph fiennes as an unwilling contender for the top job there is the mystery th...,disagree_mixed
2298,Feature,Feature,Review,Feature,True,False,True,False,False,False,6591,not long after m ellen burns arrived in kalgoorlie western australia the states borders closed to the rest of australia and the world for the first time in history the photographer had been on a road ...,disagree_mixed
2299,Feature,News,Feature,News,False,True,False,False,False,False,6049,woolly maggots naturedestroyers sheep are criticised by many conservationists for denuding britains uplands of rare plants and trees so the wildlife trusts were shocked when they were compelled to buy...,disagree_mixed
2303,Feature,Feature,News,Feature,True,False,True,False,False,False,5707,a mulleted former collingwood vfl player with the ability to kick with both feet heads a crop of australians seeking to prove themselves at the highest levels of american football as the sports spotli...,disagree_mixed
2309,Feature,News,Feature,Analytical,False,True,False,False,False,False,6372,over the last 12 months the united states has endured a rash of disasters worsened by the climate crisis devastating wildfires in southern california a catastrophic hurricane in western north carolina...,disagree_mixed
2311,Feature,News,News,News,False,False,False,True,False,True,3319,despite pope franciss desire for a simple and comparatively lowkey sendoff those tasked with organising and delivering the funeral of the 266th bishop of rome still face a vast array of logistical tec...,all_wrong
2328,Feature,Feature,News,Feature,True,False,True,False,False,False,4208,at a visitor centre on the south coast of new zealands capital the blustery briny wind is no match for the smell of thousands of decaying millipedes which reek like decomposing vermin and rotting fish...,disagree_mixed
2329,Feature,Feature,Review,Feature,True,False,True,False,False,False,2358,i jack wright 9pm ualibi a great cast including john simm gemma jones rakhee thakrar and niamh cusack for this rompy thriller about a wealthy patriarch who died by suicide or did he businessman jack w...,disagree_mixed
2336,Feature,Feature,Editorial,Feature,True,False,True,False,False,False,5254,phil gould has as many critics as he does roles in rugby league but even his most strident detractors must admit that there has been no greater knockdown rebuild administrator in the history of the ga...,disagree_mixed
2338,Feature,News,News,Analytical,False,False,False,False,False,True,4102,the cardinal who announced the death of pope francis bore the ancient vatican title of camerlengo and spoke in italian but there was no mistaking the dublin accent long before he rose through the eccl...,all_wrong
2340,Feature,Feature,Analytical,Feature,True,False,True,False,False,False,5050,the death of pope francis will throw into sharp relief the internecine power struggle that has been a hallmark of his papacy in the coming days a ferocious battle for the future of the church will be ...,disagree_mixed
2345,Feature,Feature,News,Feature,True,False,True,False,False,False,4106,space is scarce in natashas family home in gippsland in regional victoria where up to five children and two adults share the threebedroom home along with their cat and two pet ducks the cramped quarte...,disagree_mixed
2347,Feature,Review,Feature,Feature,False,True,True,False,False,False,9623,ryan cooglers sinners just notched the biggest opening weekend for an original movie since the start of the pandemic which means the michael b jordanstarring periodset vampire movie will be seen and t...,disagree_mixed
2354,Feature,News,Analytical,Analytical,False,False,False,False,False,True,5612,in 2002 the boston globe published a series of articles exposing the scale of child sexual abuse in the local catholic church it shone a spotlight the title of a later movie based on the investigation...,all_wrong
2367,Feature,Feature,Analytical,Feature,True,False,True,False,False,False,9469,there is something funky about the draft being one of the nfls marquee events at root its a man stepping to the podium being booed and reading names the nfl still dominates sundays and mondays and thu...,disagree_mixed
2373,Feature,News,News,Feature,False,False,True,False,False,False,5273,before he left argentina and moved to italy to become pope jorge mario bergoglio would visit the countrys villas miserias not in a car flanked by security guards but by bus and this is what his people...,disagree_mixed
2374,Feature,Feature,Review,Feature,True,False,True,False,False,False,2647,joe lycetts united states of birmingham 9pm sky max it feels very profound but also completely worthless at the same time only proud brummie joe lycett could come up with this concept visit all 18 pla...,disagree_mixed
2375,Feature,News,News,Feature,False,False,True,False,False,False,14368,how much of a 450 339 pot would you give to a charity that cuts carbon emissions by investing in renewable energy and how much would you keep for yourself that was the question posed in a recent acade...,disagree_mixed
2378,Feature,News,Feature,Feature,False,True,True,False,False,False,3681,when the late pope francis stepped on to the balcony of st peters basilica to give his first speech as leader of the catholic church in march 2013 he cast away formality by dressing in simple white ro...,disagree_mixed
2380,Feature,News,Feature,Feature,False,True,True,False,False,False,8851,by the time a team of police officers and engineers stormed a disused office block in wigan greater manchester on a november morning last year the building had been abandoned left behind were rooms fi...,disagree_mixed
2381,Feature,News,Feature,Feature,False,True,True,False,False,False,4014,as armina pines lit a candle inside melbournes st patricks cathedral the jovial smile of the late pope francis beamed from a portrait on the wall for pines pope francis embodied his legacy as the peop...,disagree_mixed
2382,Feature,Feature,News,Feature,True,False,True,False,False,False,8941,on a stinking hot november day seven years ago grace vegesana and a handful of other young climate activists set up a small stage in a large square in sydneys cbd and waited inspired by the first scho...,disagree_mixed
2383,Feature,Review,Feature,Feature,False,True,True,False,False,False,7223,this article contains spoilers for the the last of us season two please do not read unless you have seen the first two episodes brutal how else could you describe that ending not only does a foundatio...,disagree_mixed
2384,Feature,Feature,Review,Feature,True,False,True,False,False,False,3523,you might have thought that the introduction of marvels first family the fantastic four into the mcu would be enough heavy lifting for one movie but while all eyes were on the potential ramifications ...,disagree_mixed
2389,Feature,News,Analytical,Analytical,False,False,False,False,False,True,5689,terrible and traumatic is how the surf life saving new south wales chief steven pearce summed up what has been declared the deadliest easter long weekend on record well before it was even over seven p...,all_wrong
2391,Feature,Feature,Review,Feature,True,False,True,False,False,False,2242,the peat is dry and soft underfoot a springy sponge topped with a green scouring pad of heather and gorse a narrow path weaves through the abrasive stems from the remote warren house inn with its famo...,disagree_mixed
2395,Feature,News,News,Feature,False,False,True,False,False,False,5400,chang chang a sichuan restaurant in washington dc was already noticing that some of its business had dropped off after tens of thousands of federal workers living in the area lost their jobs but the r...,disagree_mixed
2396,Feature,Feature,News,Feature,True,False,True,False,False,False,5396,did substitution cost chelsea a goal were chelsea wrong to make a substitution while preparing to defend a corner the former england midfielder fara williams criticised chelsea for doing so in the 81s...,disagree_mixed
2400,Feature,Feature,News,Feature,True,False,True,False,False,False,6011,when category 4 hurricane beryl hit the caribbean last june the threeisland nation of grenada bore the brunt of its wrath at the time the countrys prime minister dickon mitchell described the destruct...,disagree_mixed
2402,Feature,Feature,Review,Feature,True,False,True,False,False,False,4499,geelong and hawthorn have been playing on easter monday for 15 years now and have turned in three or four of the best games of the era mondays game perhaps wont be remembered in those terms but it was...,disagree_mixed
2412,Feature,Feature,Analytical,Feature,True,False,True,False,False,False,5808,the stawell gift one of australias more peculiar sporting traditions is held each year during easter at central park in the small town of stawell in western victoria though the ground shares its name ...,disagree_mixed
2413,Feature,Editorial,Feature,Feature,False,True,True,False,False,False,9715,in his first words from the balcony of st peters basilica in 2013 the newly elected pope francis told the packed square below you all know that the duty of the conclave was to give a bishop to rome it...,disagree_mixed
